gene_id	gene_name	read_count	rpm	tpm	mean_depth	percent_coverage	gene_length
0|WP_032489471.1|NG_048190.1|1|1|tet(G)|tet(G)|tetracycline_efflux_MFS_transporter_Tet(G)	tet(G)	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032489477.1|NG_049982.1|1|1|blaSFO-1|blaFONA|extended-spectrum_class_A_beta-lactamase_SFO-1	blaSFO-1	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032489598.1|NG_049032.1|1|1|blaCTX-M-8|blaCTX-M|extended-spectrum_class_A_beta-lactamase_CTX-M-8	blaCTX-M-8	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032489614.1|NG_050284.1|1|1|blaTEM-72|blaTEM|extended-spectrum_class_A_beta-lactamase_TEM-72	blaTEM-72	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032489635.1|NG_048537.1|1|1|vat(A)|vat(A)|streptogramin_A_O-acetyltransferase_Vat(A)	vat(A)	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032489636.1|NG_048563.1|1|1|vgb(A)|vgb(A)|streptogramin_B_lyase_Vgb(A)	vgb(A)	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032489639.1|NG_048552.1|1|1|vga(A)|vga(A)|ABC-F_type_ribosomal_protection_protein_Vga(A)	vga(A)	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032489640.1|NG_048543.1|1|1|vat(E)|vat(E)|streptogramin_A_O-acetyltransferase_Vat(E)	vat(E)	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032489723.1|NG_047801.1|1|1|erm(B)|erm(B)|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(B)	erm(B)	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032489727.1|NG_049104.1|1|1|blaFOX-4|blaFOX|inhbitor-resistant_cephalosporin-hydrolyzing_class_C_beta-lactamase_FOX-4	blaFOX-4	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032489741.1|NG_050281.1|1|1|blaTEM-68|blaTEM|inhibitor-resistant_extended-spectrum_class_A_beta-lactamase_TEM-68	blaTEM-68	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032489743.1|NG_048403.1|1|1|vanR-B|vanR-B|vancomycin_resistance_response_regulator_transcription_factor_VanR-B	vanR-B	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032489744.1|NG_048467.1|1|1|vanW-B|vanW-B|glycopeptide_resistance_accessory_protein_VanW-B	vanW-B	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032489745.1|NG_048376.1|1|1|vanH-B|vanH-B|D-lactate_dehydrogenase_VanH-B	vanH-B	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032489746.1|NG_048331.1|1|1|vanB|vanB|D-alanine--(R)-lactate_ligase_VanB	vanB	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032489747.1|NG_048482.1|1|1|vanX-B|vanX-B|D-Ala-D-Ala_dipeptidase_VanX-B	vanX-B	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032489753.1|NG_049577.1|1|1|blaOXA-28|blaOXA-10_fam|OXA-10_family_extended-spectrum_class_D_beta-lactamase_OXA-28	blaOXA-28	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032489888.1|NG_049311.1|1|1|blaMOX-1|blaMOX|CMY-1/MOX_family_extended-spectrum_class_C_beta-lactamase_MOX-1	blaMOX-1	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032489893.1|NG_050297.1|1|1|blaTEM-87|blaTEM|extended-spectrum_class_A_beta-lactamase_TEM-87	blaTEM-87	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032489895.1|NG_047275.1|1|1|aac(6')-Ia|aac(6')-Ia|aminoglycoside_6'-N-acetyltransferase_AAC(6')-Ia	aac(6')-Ia	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032489896.1|NG_047653.1|1|1|cmlA5|cmlA5|chloramphenicol_efflux_MFS_transporter_CmlA5	cmlA5	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032489926.1|NG_049043.1|1|1|blaCTX-M-9|blaCTX-M|extended-spectrum_class_A_beta-lactamase_CTX-M-9	blaCTX-M-9	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032489927.1|NG_048921.1|1|1|blaCTX-M-13|blaCTX-M|extended-spectrum_class_A_beta-lactamase_CTX-M-13	blaCTX-M-13	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032489980.1|NG_050298.1|1|1|blaTEM-88|blaTEM|extended-spectrum_class_A_beta-lactamase_TEM-88	blaTEM-88	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490026.1|NG_050299.1|1|1|blaTEM-90|blaTEM|broad-spectrum_class_A_beta-lactamase_TEM-90	blaTEM-90	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490053.1|NG_049605.1|1|1|blaOXA-31|blaOXA-1_fam|OXA-1_family_extended-spectrum_class_D_beta-lactamase_OXA-31	blaOXA-31	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490101.1|NG_050295.1|1|1|blaTEM-85|blaTEM|extended-spectrum_class_A_beta-lactamase_TEM-85	blaTEM-85	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490102.1|NG_050296.1|1|1|blaTEM-86|blaTEM|extended-spectrum_class_A_beta-lactamase_TEM-86	blaTEM-86	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490103.1|NG_050258.1|1|1|blaTEM-29|blaTEM|extended-spectrum_class_A_beta-lactamase_TEM-29	blaTEM-29	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490133.1|NG_048162.1|1|1|tet(B)|tet(B)|tetracycline_efflux_MFS_transporter_Tet(B)	tet(B)	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490155.1|NG_050283.1|1|1|blaTEM-71|blaTEM|extended-spectrum_class_A_beta-lactamase_TEM-71	blaTEM-71	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490156.1|NG_048558.1|1|1|vga(B)|vga(B)|ABC-F_type_ribosomal_protection_protein_Vga(B)	vga(B)	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490158.1|NG_047706.1|1|1|dfrA16|dfrA16|trimethoprim-resistant_dihydrofolate_reductase_DfrA16	dfrA16	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490168.1|NG_048187.1|1|1|tet(E)|tet(E)|tetracycline_efflux_MFS_transporter_Tet(E)	tet(E)	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490175.1|NG_049173.1|1|1|blaIMP-10|blaIMP|xeruborbactam-resistant_subclass_B1_metallo-beta-lactamase_IMP-10	blaIMP-10	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490177.1|NG_048888.1|1|1|blaCMY-9|blaMOX|CMY-1/MOX_family_extended-spectrum_class_C_beta-lactamase_CMY-9	blaCMY-9	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490182.1|NG_047414.1|1|1|aph(3'')-Ib|aph(3'')-Ib|aminoglycoside_O-phosphotransferase_APH(3'')-Ib	aph(3'')-Ib	0	0.0000	0.0000	0.0010	15.00	0
0|WP_032490189.1|NG_050402.1|1|1|dfrA19|dfrA19|trimethoprim-resistant_dihydrofolate_reductase_DfrA19	dfrA19	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490193.1|NG_050081.1|1|1|blaSHV-43|blaSHV|broad-spectrum_class_A_beta-lactamase_SHV-43	blaSHV-43	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490317.1|NG_050302.1|1|1|blaTEM-93|blaTEM|extended-spectrum_class_A_beta-lactamase_TEM-93	blaTEM-93	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490318.1|NG_050303.1|1|1|blaTEM-94|blaTEM|extended-spectrum_class_A_beta-lactamase_TEM-94	blaTEM-94	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490319.1|NG_047576.1|1|1|catA9|catA9|type_A-9_chloramphenicol_O-acetyltransferase	catA9	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490336.1|NG_064655.1|1|1|aadA2|aadA2|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA2	aadA2	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490438.1|NG_048578.1|1|1|aac(6')-Ib11|aac(6')-Ib11|aminoglycoside_N-acetyltransferase_AAC(6')-Ib11	aac(6')-Ib11	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490440.1|NG_052250.1|1|1|aadA1|aadA1|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA1	aadA1	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490443.1|NG_052252.1|1|1|aadA1|aadA1|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA1	aadA1	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490444.1|NG_052253.1|1|1|aadA5|aadA5|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA5	aadA5	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490445.1|NG_064746.1|1|1|blaOXA-119|blaOXA-46_fam|OXA-46_family_oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-119	blaOXA-119	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490446.1|NG_064657.1|1|1|ant(2'')-Ia|ant(2'')-Ia|aminoglycoside_nucleotidyltransferase_ANT(2'')-Ia	ant(2'')-Ia	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490448.1|NG_064747.1|1|1|blaOXA-392|blaOXA-1_fam|OXA-1_family_class_D_beta-lactamase_OXA-392	blaOXA-392	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490451.1|NG_052314.1|1|1|aadA1|aadA1|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA1	aadA1	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490504.1|NG_050280.1|1|1|blaTEM-67|blaTEM|inhibitor-resistant_broad-spectrum_class_A_beta-lactamase_TEM-67	blaTEM-67	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490532.1|NG_047765.1|1|1|ere(A)|ere(A)|EreA_family_erythromycin_esterase	ere(A)	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490534.1|NG_050404.1|1|1|ere(A2)|ere(A)|inactive_erythromycin_esterase_Ere(A2)	ere(A2)	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490535.1|NG_048256.1|1|1|tet(O)|tet(O)|tetracycline_resistance_ribosomal_protection_protein_Tet(O)	tet(O)	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490632.1|NG_050093.1|1|1|blaSHV-57|blaSHV|extended-spectrum_class_A_beta-lactamase_SHV-57	blaSHV-57	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490682.1|NG_048983.1|1|1|blaCTX-M-33|blaCTX-M|extended-spectrum_class_A_beta-lactamase_CTX-M-33	blaCTX-M-33	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490683.1|NG_049139.1|1|1|blaGES-7|blaGES|extended-spectrum_class_A_beta-lactamase_GES-7	blaGES-7	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490699.1|NG_048757.1|1|1|blaCFE-1|blaCFE|CMY-2_family_cephalosporin-hydrolyzing_class_C_beta-lactamase_CFE-1	blaCFE-1	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490744.1|NG_047212.1|1|2|aac(6')-Ie|aac(6')-Ie|bifunctional_aminoglycoside_N-acetyltransferase_AAC(6')-Ie/aminoglycoside_O-phosphotransferase_APH(2'')-Ia	aac(6')-Ie	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490744.1|NG_047212.1|2|2|aph(2'')-Ia|aph(2'')-Ia|bifunctional_aminoglycoside_N-acetyltransferase_AAC(6')-Ie/aminoglycoside_O-phosphotransferase_APH(2'')-Ia	aph(2'')-Ia	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490752.1|NG_048980.1|1|1|blaCTX-M-30|blaCTX-M|extended-spectrum_class_A_beta-lactamase_CTX-M-30	blaCTX-M-30	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490761.1|NG_049735.1|1|1|blaOXA-45|blaOXA-PR|extended-spectrum_class_D_beta-lactamase_OXA-45	blaOXA-45	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490765.1|NG_048866.1|1|1|blaCMY-7|blaCMY|class_C_beta-lactamase_CMY-7	blaCMY-7	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490786.1|NG_048112.1|1|1|sul2|sul2|sulfonamide-resistant_dihydropteroate_synthase_Sul2	sul2	1	0.0800	0.0000	0.0020	26.90	0
0|WP_032490787.1|NG_048193.1|1|1|tet(H)|tet(H)|tetracycline_efflux_MFS_transporter_Tet(H)	tet(H)	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490794.1|NG_048086.1|1|1|sul1|sul1|sulfonamide-resistant_dihydropteroate_synthase_Sul1	sul1	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490795.1|NG_047595.1|1|1|catA2|catA2|type_A-2_chloramphenicol_O-acetyltransferase_CatII	catA2	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490956.1|NG_050176.1|1|1|blaTEM-132|blaTEM|extended-spectrum_class_A_beta-lactamase_TEM-132	blaTEM-132	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490957.1|NG_049071.1|1|1|blaDHA-3|blaDHA|class_C_beta-lactamase_DHA-3	blaDHA-3	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490959.1|NG_050171.1|1|1|blaTEM-127|blaTEM|broad-spectrum_class_A_beta-lactamase_TEM-127	blaTEM-127	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490960.1|NG_050172.1|1|1|blaTEM-128|blaTEM|broad-spectrum_class_A_beta-lactamase_TEM-128	blaTEM-128	1	0.0800	0.0000	0.0020	19.40	0
0|WP_032490973.1|NG_049138.1|1|1|blaGES-6|blaGES|inhibitor-resistant_carbapenem-hydrolyzing_class_A_beta-lactamase_GES-6	blaGES-6	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032490976.1|NG_048088.1|1|1|sul1|sul1|sulfonamide-resistant_dihydropteroate_synthase_Sul1	sul1	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491106.1|NG_047914.1|1|1|lnu(A)|lnu(A)|lincosamide_nucleotidyltransferase_Lnu(A)	lnu(A)	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491157.1|NG_048898.1|1|1|blaCTX-M-10|blaCTX-M|extended-spectrum_class_A_beta-lactamase_CTX-M-10	blaCTX-M-10	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491180.1|NG_050069.1|1|1|blaSHV-30|blaSHV|extended-spectrum_class_A_beta-lactamase_SHV-30	blaSHV-30	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491181.1|NG_047714.1|1|1|dfrA20|dfrA20|trimethoprim-resistant_dihydrofolate_reductase_DfrA20	dfrA20	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491228.1|NG_048090.1|1|1|sul1|sul1|sulfonamide-resistant_dihydropteroate_synthase_Sul1	sul1	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491237.1|NG_049165.1|1|1|blaIMI-2|blaIMI|carbapenem-hydrolyzing_class_A_beta-lactamase_IMI-2	blaIMI-2	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491264.1|NG_049024.1|1|1|blaCTX-M-72|blaCTX-M|extended-spectrum_class_A_beta-lactamase_CTX-M-72	blaCTX-M-72	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491283.1|NG_050182.1|1|1|blaTEM-138|blaTEM|extended-spectrum_class_A_beta-lactamase_TEM-138	blaTEM-138	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491311.1|NG_049688.1|1|1|blaOXA-4|blaOXA-1_fam|OXA-1_family_oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-4	blaOXA-4	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491313.1|NG_047730.1|1|1|dfrA3b|dfrA3b|trimethoprim-resistant_dihydrofolate_reductase_DfrA3b	dfrA3b	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491316.1|NG_047707.1|1|1|dfrA16|dfrA16|trimethoprim-resistant_dihydrofolate_reductase_DfrA16	dfrA16	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491356.1|NG_047233.1|1|1|aac(3)-Ia|aac(3)-Ia|aminoglycoside_N-acetyltransferase_AAC(3)-Ia	aac(3)-Ia	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491359.1|NG_047404.1|1|1|aph(2'')-Ie|aph(2'')-Ie|aminoglycoside_O-phosphotransferase_APH(2'')-Ie	aph(2'')-Ie	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491376.1|NG_050184.1|1|1|blaTEM-141|blaTEM|broad-spectrum_class_A_beta-lactamase_TEM-141	blaTEM-141	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491377.1|NG_048971.1|1|1|blaCTX-M-22|blaCTX-M|extended-spectrum_class_A_beta-lactamase_CTX-M-22	blaCTX-M-22	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491390.1|NG_050377.1|1|1|blaVIM-5|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-5	blaVIM-5	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491400.1|NG_052366.1|1|1|SMR_efflux_smr|SMR_efflux_smr|multidrug_efflux_SMR_transporter_Smr	SMR_efflux_smr	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491403.1|NG_050105.1|1|1|blaSHV-70|blaSHV|extended-spectrum_class_A_beta-lactamase_SHV-70	blaSHV-70	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491449.1|NG_050183.1|1|1|blaTEM-139|blaTEM|extended-spectrum_class_A_beta-lactamase_TEM-139	blaTEM-139	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491462.1|NG_047632.1|1|1|cfr|cfr|23S_rRNA_(adenine(2503)-C(8))-methyltransferase_Cfr	cfr	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491464.1|NG_047367.1|1|1|aadA8|aadA8|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA8	aadA8	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491570.1|NG_048093.1|1|1|sul1|sul1|sulfonamide-resistant_dihydropteroate_synthase_Sul1	sul1	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491576.1|NG_047858.1|1|1|fexA|fexA|chloramphenicol/florfenicol_efflux_MFS_transporter_FexA	fexA	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491601.1|NG_050121.1|1|1|blaSHV-89|blaSHV|broad-spectrum_class_A_beta-lactamase_SHV-89	blaSHV-89	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491641.1|NG_047551.1|1|1|blaZ|blaZ|penicillin-hydrolyzing_class_A_beta-lactamase_BlaZ	blaZ	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491656.1|NG_049827.1|1|1|blaOXA-87|blaOXA-51_fam|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-87	blaOXA-87	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491777.1|NG_048913.1|1|1|blaCTX-M-12|blaCTX-M|extended-spectrum_class_A_beta-lactamase_CTX-M-12	blaCTX-M-12	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491779.1|NG_047394.1|1|1|ant(6)-Ia|ant(6)-Ia|aminoglycoside_nucleotidyltransferase_ANT(6)-Ia	ant(6)-Ia	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491780.1|NG_047421.1|1|1|aph(3')-IIIa|aph(3')-IIIa|aminoglycoside_O-phosphotransferase_APH(3')-IIIa	aph(3')-IIIa	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491784.1|NG_050123.1|1|1|blaSHV-92|blaSHV|inhibitor-resistant_broad-spectrum_class_A_beta-lactamase_SHV-92	blaSHV-92	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491804.1|NG_049469.1|1|1|blaOXA-17|blaOXA-10_fam|OXA-10_family_extended-spectrum_class_D_beta-lactamase_OXA-17	blaOXA-17	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491824.1|NG_047346.1|1|1|aadA22|aadA22|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA22	aadA22	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491874.1|NG_049182.1|1|1|blaIMP-19|blaIMP|subclass_B1_metallo-beta-lactamase_IMP-19	blaIMP-19	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491875.1|NG_049242.1|1|1|blaKLUC-2|blaKLUC|extended-spectrum_class_A_beta-lactamase_KLUC-2	blaKLUC-2	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491881.1|NG_047859.1|1|1|fexA|fexA|chloramphenicol/florfenicol_efflux_MFS_transporter_FexA	fexA	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491907.1|NG_049961.1|1|1|blaPER-2|blaPER|inhibitor-resistant_extended-spectrum_class_A_beta-lactamase_PER-2	blaPER-2	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491928.1|NG_048819.1|1|1|blaCMY-24|blaCMY|class_C_beta-lactamase_CMY-24	blaCMY-24	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491954.1|NG_049017.1|1|1|blaCTX-M-66|blaCTX-M|extended-spectrum_class_A_beta-lactamase_CTX-M-66	blaCTX-M-66	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491956.1|NG_048588.1|1|1|blaACC-1|blaACC|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACC-1	blaACC-1	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491959.1|NG_052486.1|1|1|aadA1|aadA1|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA1	aadA1	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491964.1|NG_052487.1|1|1|aadA2|aadA2|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA2	aadA2	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491966.1|NG_048095.1|1|1|sul1|sul1|sulfonamide-resistant_dihydropteroate_synthase_Sul1	sul1	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032491968.1|NG_047266.1|1|1|aac(6')-32|aac(6')-set_A|aminoglycoside_N-acetyltransferase_AAC(6')-32	aac(6')-32	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492008.1|NG_050367.1|1|1|blaVIM-4|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-4	blaVIM-4	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492024.1|NG_048096.1|1|1|sul1|sul1|sulfonamide-resistant_dihydropteroate_synthase_Sul1	sul1	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492042.1|NG_049015.1|1|1|blaCTX-M-64|blaCTX-M|extended-spectrum_class_A_beta-lactamase_CTX-M-64	blaCTX-M-64	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492044.1|NG_049018.1|1|1|blaCTX-M-67|blaCTX-M|extended-spectrum_class_A_beta-lactamase_CTX-M-67	blaCTX-M-67	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492089.1|NG_048018.1|1|1|npmA|npmA|16S_rRNA_(adenine(1408)-N(1))-methyltransferase_NpmA	npmA	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492096.1|NG_049220.1|1|1|blaIMP-6|blaIMP|subclass_B1_metallo-beta-lactamase_IMP-6	blaIMP-6	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492097.1|NG_052365.1|1|1|qacF|qacF|quaternary_ammonium_compound_efflux_SMR_transporter_QacF	qacF	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492100.1|NG_049305.1|1|1|blaMIR-4|blaMIR|cephalosporin-hydrolyzing_class_C_beta-lactamase_MIR-4	blaMIR-4	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492104.1|NG_051879.1|1|1|cmlA8|cmlA|chloramphenicol_efflux_MFS_transporter_CmlA8	cmlA8	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492108.1|NG_050193.1|1|1|blaTEM-15|blaTEM|extended-spectrum_class_A_beta-lactamase_TEM-15	blaTEM-15	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492113.1|NG_050208.1|1|1|blaTEM-164|blaTEM|extended-spectrum_class_A_beta-lactamase_TEM-164	blaTEM-164	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492114.1|NG_049994.1|1|1|blaSHV-104|blaSHV|broad-spectrum_class_A_beta-lactamase_SHV-104	blaSHV-104	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492122.1|NG_049428.1|1|1|blaOXA-129|blaOXA-5_fam|OXA-5_family_class_D_beta-lactamase_OXA-129	blaOXA-129	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492145.1|NG_047438.1|1|1|aph(3')-Ia|aph(3')-Ia|aminoglycoside_O-phosphotransferase_APH(3')-Ia	aph(3')-Ia	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492184.1|NG_049040.1|1|1|blaCTX-M-87|blaCTX-M|extended-spectrum_class_A_beta-lactamase_CTX-M-87	blaCTX-M-87	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492194.1|NG_047612.1|1|1|catB3|catB3|type_B-3_chloramphenicol_O-acetyltransferase_CatB3	catB3	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492247.1|NG_056001.1|1|1|aac(3)-Ia|aac(3)-Ia|aminoglycoside_N-acetyltransferase_AAC(3)-Ia	aac(3)-Ia	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492255.1|NG_047340.1|1|1|aadA16|aadA16|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA16	aadA16	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492277.1|NG_050460.1|1|1|qepA2|qepA|fluoroquinolone_efflux_MFS_transporter_QepA2	qepA2	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492324.1|NG_048629.1|1|1|blaACT-6|blaACT|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-6	blaACT-6	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492328.1|NG_047657.1|1|1|cmlB|cmlB|chloramphenicol_efflux_MFS_transporter_CmlB	cmlB	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492330.1|NG_050276.1|1|1|blaTEM-57|blaTEM|broad-spectrum_class_A_beta-lactamase_TEM-57	blaTEM-57	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492336.1|NG_047978.1|1|1|mef(B)|mef(B)|macrolide_efflux_MFS_transporter_Mef(B)	mef(B)	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492368.1|NG_048054.1|1|1|qnrC|qnrC|QnrC_family_quinolone_resistance_pentapeptide_repeat_protein	qnrC	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492416.1|NG_047817.1|1|1|erm(C)|erm(C)|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(C)	erm(C)	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492430.1|NG_049240.1|1|1|blaKHM-1|blaKHM|subclass_B1_metallo-beta-lactamase_KHM-1	blaKHM-1	0	0.0000	0.0000	0.0000	0.00	0
0|WP_032492452.1|NG_048769.1|1|1|blaCMY-10|blaMOX|CMY-1/MOX_family_extended-spectrum_class_C_beta-lactamase_CMY-10	blaCMY-10	0	0.0000	0.0000	0.0000	0.00	0
